implementation_a,display_name_a,implementation_b,display_name_b,run_status,metric_key,direction,difference_orientation,analysis_unit,seed_count_a,seed_count_b,paired_clusters,point_difference,ci95_low,ci95_high,bootstrap_resamples,bootstrap_seed,superiority_supported,run_id_a,run_id_b,artifact_sha256
agentenhance-ceu,AgentEnhance-CEU,wma-omni-simplemem,Omni-SimpleMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,runtime.storage_seconds,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-omni-simplemem,Omni-SimpleMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,timing.total_seconds,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-omni-simplemem,Omni-SimpleMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.answer.completion_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-omni-simplemem,Omni-SimpleMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.answer.prompt_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-omni-simplemem,Omni-SimpleMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.answer.total_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-omni-simplemem,Omni-SimpleMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.judge.completion_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-omni-simplemem,Omni-SimpleMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.judge.prompt_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-omni-simplemem,Omni-SimpleMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.judge.total_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-omni-simplemem,Omni-SimpleMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.retrieval.completion_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-omni-simplemem,Omni-SimpleMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.retrieval.prompt_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-omni-simplemem,Omni-SimpleMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.retrieval.total_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-omni-simplemem,Omni-SimpleMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.storage.completion_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-omni-simplemem,Omni-SimpleMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.storage.prompt_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-omni-simplemem,Omni-SimpleMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.storage.total_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-omni-simplemem,Omni-SimpleMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.total.completion_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-omni-simplemem,Omni-SimpleMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.total.prompt_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-omni-simplemem,Omni-SimpleMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.total.total_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-omni-simplemem,Omni-SimpleMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,update_handling.score,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,derived_resources.allocated_gpu_hours,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,derived_resources.memory_storage_bytes,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,derived_resources.peak_allocated_vram_gib,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,derived_resources.peak_driver_ram_gib,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,derived_runtime.end_to_end_latency_p50_ms,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,derived_runtime.end_to_end_latency_p95_ms,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,derived_runtime.end_to_end_seconds,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,derived_runtime.retrieval_latency_p50_ms,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,derived_runtime.retrieval_latency_p95_ms,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,interference_rejection.score,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,memory_accuracy_itemwise.avg_correctness,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,memory_accuracy_itemwise.avg_hallucination,lower,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,memory_correctness.avg_correctness,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,memory_correctness.avg_hallucination,lower,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,memory_correctness.avg_irrelevant,lower,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,memory_correctness.total_memories,descriptive,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,memory_recall.avg_recall,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,memory_recall.avg_weighted_recall,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,memory_recall.pooled_weighted_recall,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,question_answering.answer_matching.avg_bleu1,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,question_answering.answer_matching.avg_f1,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,question_answering.correct_ratio,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,question_answering.hallucination_ratio,lower,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,question_answering.notmention_when_retrieved_ratio,lower,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,question_answering.num_valid,descriptive,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,question_answering.omission_ratio,lower,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,question_answering.retrieval_coverage.hit_rate,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,question_answering.retrieval_coverage.num_covered,descriptive,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,question_answering.retrieval_coverage.num_total,descriptive,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,question_answering.retrieval_ranking.ndcg_at.1,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,question_answering.retrieval_ranking.ndcg_at.10,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,question_answering.retrieval_ranking.ndcg_at.5,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,question_answering.retrieval_ranking.recall_at.1,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,question_answering.retrieval_ranking.recall_at.10,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,question_answering.retrieval_ranking.recall_at.5,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,runtime.answer_seconds,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,runtime.retrieval_seconds,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,runtime.storage_seconds,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,timing.total_seconds,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.answer.completion_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.answer.prompt_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.answer.total_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.judge.completion_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.judge.prompt_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.judge.total_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.retrieval.completion_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.retrieval.prompt_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.retrieval.total_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.storage.completion_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.storage.prompt_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.storage.total_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.total.completion_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.total.prompt_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.total.total_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-vilomem,ViLoMem,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,update_handling.score,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,derived_resources.allocated_gpu_hours,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,derived_resources.memory_storage_bytes,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,derived_resources.peak_allocated_vram_gib,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,derived_resources.peak_driver_ram_gib,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,derived_runtime.end_to_end_latency_p50_ms,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,derived_runtime.end_to_end_latency_p95_ms,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,derived_runtime.end_to_end_seconds,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,derived_runtime.retrieval_latency_p50_ms,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,derived_runtime.retrieval_latency_p95_ms,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,interference_rejection.score,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,memory_accuracy_itemwise.avg_correctness,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,memory_accuracy_itemwise.avg_hallucination,lower,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,memory_correctness.avg_correctness,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,memory_correctness.avg_hallucination,lower,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,memory_correctness.avg_irrelevant,lower,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,memory_correctness.total_memories,descriptive,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,memory_recall.avg_recall,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,memory_recall.avg_weighted_recall,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,memory_recall.pooled_weighted_recall,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,question_answering.answer_matching.avg_bleu1,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,question_answering.answer_matching.avg_f1,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,question_answering.correct_ratio,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,question_answering.hallucination_ratio,lower,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,question_answering.notmention_when_retrieved_ratio,lower,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,question_answering.num_valid,descriptive,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,question_answering.omission_ratio,lower,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,question_answering.retrieval_coverage.hit_rate,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,question_answering.retrieval_coverage.num_covered,descriptive,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,question_answering.retrieval_coverage.num_total,descriptive,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,question_answering.retrieval_ranking.ndcg_at.1,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,question_answering.retrieval_ranking.ndcg_at.10,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,question_answering.retrieval_ranking.ndcg_at.5,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,question_answering.retrieval_ranking.recall_at.1,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,question_answering.retrieval_ranking.recall_at.10,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,question_answering.retrieval_ranking.recall_at.5,higher,a_minus_b,paired_original_sample_cluster,,,,,,,10000,20260903,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,runtime.answer_seconds,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,runtime.retrieval_seconds,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,runtime.storage_seconds,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,timing.total_seconds,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.answer.completion_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.answer.prompt_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.answer.total_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.judge.completion_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
agentenhance-ceu,AgentEnhance-CEU,wma-m2a,M2A,LOCKED_UNTIL_BOTH_METHODS_ACCEPTED,token_usage.judge.prompt_tokens,lower,a_minus_b,seed_level_descriptive,,,,,,,,,,,,
